icon,id,BUSINESS_NAME,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,06b8fd61f795cbac04a3f253671a0a64b141c34e,Jason's Wine & Spirits,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114170346783709453335/photos"">Stephen Lee</a>'], 'photo_reference': 'CmRaAAAAARV870mGq63lx0xit_DCHT5Y8TSIQmbDYjw-V43hKsstmkrhRDOESkbM5-oSXdx1rCbozZIXCOJ-HFgfqqvQlrjHrT5UewmdMrPIpdu-3rSyF8S4piprvuiStBLYolSGEhAUdjPGzNGL95E-nkJPwydlGhTe4bIzc4EFyo_RaN_DOshPc_hfzw', 'width': 4048}]",ChIJzZxFbcvHwoARCT5b1pL1J5I,4.4,ChIJzZxFbcvHwoARCT5b1pL1J5I,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",161,"110 E 9th St, Los Angeles",34.0407623,-118.2548779,34.04192142989272,-118.2534505201073,34.03922177010728,-118.2561501798927,True,"2PRW+82 Los Angeles, California",85632PRW+82
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,5711916216ad2f9d2ae7061ed483adb7f7094271,Vercher's Central Liquor Store,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115197293702599015870/photos"">Vercher&#39;s Central Liquor Store</a>'], 'photo_reference': 'CmRaAAAAmesCdXCoyxQh9Q0Rk_xANoKu4FCTC0Qisl67sFdwfcR8_VSjwwmGXGPd9nvEZAHJX286UMNFHRs7Y2_FZnKEM019R5pJd_zy1CbuJKzOYw1Pn7zeJ0g7Kkq7VSFiaZH8EhDeTY6AuyOWwICY2yogIAq9GhRHfLvhOX9S7LyWomAiI567lmAIIg', 'width': 3024}]",ChIJ0V1zPzXKwoARUy4xrTnn0NI,4.0,ChIJ0V1zPzXKwoARUy4xrTnn0NI,GOOGLE,"['liquor_store', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",24,"12020 S Central Ave, Los Angeles",33.92322,-118.253917,33.92482767989272,-118.2527763201073,33.92212802010727,-118.2554759798927,True,"WPFW+7C Los Angeles, California",8553WPFW+7C
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,28477dc332dd0156513afbc785d30162e9a2b158,Fred's Liquor Stores,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115593750526705955751/photos"">Luichy Leyva</a>'], 'photo_reference': 'CmRaAAAA1P9J5PdoFCFscOuKHQMnResEEBLEWItYO73xnnRQAa4mr_-D0nCE7c23jp4JsbQEcyxkY1U4c3GClyGikAWIpb5oseqKIf8z5LO3NtTPTJmDTWB5Smd5blFGIciD3sPkEhDYYucBOB5ooLu_RQeHifcFGhQjGQvPPj4yz7PomSb0mth0IKlOJw', 'width': 3024}]",ChIJNxYQ1jXIwoARHwCRmYAqxsE,4.2,ChIJNxYQ1jXIwoARHwCRmYAqxsE,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",32,"6301 S Broadway, Los Angeles",33.9820319,-118.2787665,33.98347237989272,-118.2773741701073,33.98077272010727,-118.2800738298927,True,"XPJC+RF Los Angeles, California",8553XPJC+RF
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,236abf53e5e257db4574b6a97d6bcff7dd1b9559,Brooklyn Center Liquor Stores,NA,ChIJUZrxMQnGwoARHmFDDQ79wyQ,4.1,ChIJUZrxMQnGwoARHmFDDQ79wyQ,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",21,"2101 East Cesar E Chavez Avenue # 4, Los Angeles",34.0485171,-118.2112981,34.04980892989272,-118.2099861201073,34.04710927010728,-118.2126857798928,True,"2QXQ+CF Los Angeles, California",85632QXQ+CF
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,11757ecc1eea176d222bb894fa23336181eb95a5,Sorrento Liquor Store,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109399647874166405276/photos"">Nicholas Gomez</a>'], 'photo_reference': 'CmRaAAAA1QaVnoy8oWmES-TPq71ea1FFwUZSKoTtc-JgD25vcXcFepuenDm-iCCzChYhOHRRRxRXk1tt3HcP5DfQrLAEf1ljVLc4Nqd4AtmmxHIYq8kpJlVhEAg6YSvlX7XNKtfLEhB2tdEy3Y9OuPmB7vWzUmPhGhQ-lZ3ZOxu-Y2TrTIVRcuVtUV0I9Q', 'width': 3264}]",ChIJL9PSIlHGwoARCZ-3tPDyLg0,4.1,ChIJL9PSIlHGwoARCZ-3tPDyLg0,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",43,"801 W Cesar E Chavez Ave, Los Angeles",34.0614772,-118.2445854,34.06280457989272,-118.2431696701073,34.06010492010728,-118.2458693298928,True,"3Q64+H5 Los Angeles, California",85633Q64+H5
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,fad97bbf89673af3aff144e0670b3091bf14cfcd,Harry's Liquor Store,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114471919379919993458/photos"">Jesus Ortiz</a>'], 'photo_reference': 'CmRaAAAAOXzTb5V_2tt2Ugl2mj-9XXx-4wUFqo70r5gLmXA80Gu-mofzRABMbksU26kNgIz1DlQjNdJ25efW677D_vNkSlOQq9z1RqglrGtKNTjYZYI4fks2yK6xyHYXLZiHHmCXEhBSQAWoAle1t0JzfcJBoxV1GhQ55heNQW0KdCVb6PSGKl61q2ULnQ', 'width': 4032}]",ChIJJbCVOiLKwoARuU0IsF-xLeM,4.3,ChIJJbCVOiLKwoARuU0IsF-xLeM,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",52,"11315 S Main St, Los Angeles",33.9314464,-118.2742022,33.93279712989272,-118.2727006201073,33.93009747010728,-118.2754002798927,True,"WPJG+H8 Los Angeles, California",8553WPJG+H8
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,fb847bceafe75be303b40f83eb9a61aca495545f,S & P Liquor Store,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106782098859917695896/photos"">Carlos Martinez</a>'], 'photo_reference': 'CmRaAAAADj7sljDJzlAdG098-5ySs9l1wygu-c5tspXF38dJ8FY6Puy4vqSzq7o-U-PXWuXabYl_PnEElXRyduMkVc6z9beDl8KPdRgSxd7Scbd5m-doXBepLKG_qrjH0nwdKVVgEhD5iiPG7iO9PqNLmEV6tk6KGhRduq1Z5UrYa2gR-1TZ2bwEVebXPw', 'width': 1960}]",ChIJ26g5btO1woARaiec3OR9uqY,4.4,ChIJ26g5btO1woARaiec3OR9uqY,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",36,"13007 Prairie Ave, Hawthorne",33.9139235,-118.3441225,33.91527537989272,-118.3426451201072,33.91257572010727,-118.3453447798927,True,"WM74+H9 Hawthorne, California",8553WM74+H9
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,53bf7557a365c641ed83ca1fab08f9871451c8f4,Irene's Liquor Store,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104288116153931735904/photos"">Harvey</a>'], 'photo_reference': 'CmRaAAAA4j6bBg83axFDpDINUmTNPmyBJQIWaZUyQhUzyC1ur_FgqvoLFjQJ7lV0VoTVGj3-zWXsA38JC8BOwsvRp266UFPoUAGWVl53MQODcyz9Ow2HShu5PjzlaCb1Q9f3owicEhAu4U5MCJ91hKGewp13S4p8GhThGJE_E9NQaJ9LKrawmzoWRp7czA', 'width': 2304}]",ChIJCfweEsLJwoARARs5vsH-Tnk,4.2,ChIJCfweEsLJwoARARs5vsH-Tnk,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",86,"8825 S Figueroa St, Los Angeles",33.95634769999999,-118.2829417,33.95769722989272,-118.2814781201073,33.95499757010727,-118.2841777798927,True,"XP48+GR Los Angeles, California",8553XP48+GR
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,5530ec4ed46000b8c31b44b12ace1d7a3d881830,Jo's Liquor,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100607203573558010706/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAGriCauezJfPXXdqwlHp99Y6pv66nOv7_GTO7UrcSBAGy7UNVjQfxKU2OTU2f9vZOMwtIKU96gkkF0xxO1HSl_0WAa2wJUpJBo9nghrDmY1xMiuVpyjEB-eDhwMg3aJITEhCd7bRqg5WUkqCzHzDCermqGhQKR9xLuaabwi5GMiB2RYpqoFizrQ', 'width': 3024}]",ChIJufWHmMjHwoAR-ujscAeApDE,4.1,ChIJufWHmMjHwoAR-ujscAeApDE,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",70,"333 W Pico Blvd, Los Angeles",34.0389265,-118.2641134,34.04022227989272,-118.2628058201073,34.03752262010727,-118.2655054798927,True,"2PQP+H9 Los Angeles, California",85632PQP+H9
https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,ae9a75303fb02fc44fd6467da227f4ca381ed23c,Mr Spirits Liquor Store,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117154539394143316607/photos"">George Loving Jackson</a>'], 'photo_reference': 'CmRaAAAAG9yoQlkFYLTVy8qbZC5CgZh3ZlfQ9fFMYHaZgbdvINvMQjeITnRHFdAajh95Ol0PAGxSSLlxzaolW5mFzlCdUWKZjNcTSF5UWCn0YXY8JvORsoWEwvjkv0z54YTfpzLTEhAGULIjUfeKeq_oDE_4VuDEGhTxwSPMANMDcpjX87n1JVzOfrzhRg', 'width': 2560}]",ChIJFcdZrNG3woARIHGTqBwBH08,3.8,ChIJFcdZrNG3woARIHGTqBwBH08,GOOGLE,"['liquor_store', 'point_of_interest', 'store', 'establishment']",20,"6818 S Western Ave, Los Angeles",33.9772187,-118.308841,33.97853207989272,-118.3074978701073,33.97583242010728,-118.3101975298927,True,"XMGR+VF Los Angeles, California",8553XMGR+VF
